author,topic,text,shooter,,,,,,,,,,,,,,,,,
1796990,Sports-Recreation,"                 Finally the return of the updates that control your lives.  Well maybe not but this is the first new update in a while.  It all started after taking 3 of my 4 in car driving lessons with a real stickler named Norm.  He sucked so I was really looking forward to driving with the “cool” guy named Steve.  So Steve pulled up to my house and I got in the car at 5:00.   I knew right away that this in car would not be like the others.  Steve asked me what I listened to and then turned up the volume on 100.7 WMMS.  As we pulled out of my apartment complex, Steve said, “yeah, just go wherever you want, we’ve got two hours to kill.”  I was like ok whatever, turned left, and kept going strait down Ridge rd. for like 20 minutes.  By this time Steve was getting bored and complaining about driving for 2 hours for no apparent reason so we turned left again onto Route 6 I think.  After that we took the REALLY long way to Lakeland Community College where I had to do maneuverability.  So I did the whole test twice and Steve was talking on the phone with Bruce the whole time.  So after I do it twice perfectly Steve hangs up the phone and says, “Man that Bruce is such a little chatterbox.”  So he’s like you don‘t have to do this thing anymore if you don’t want to, your good enough to pass anyway.   Then he says he wants to go over by a tree to have a smoke.  I’m thinking ok whatever he’s gonna smoke and then we can go drive around some more and go home.  Steve gets out of the car to have a smoke and he tells me I can drive around as long as I don’t wreck the car.  So I’m driving around in this car when I only have my temps and Steve is standing there smoking.  It would have been an awkward situation if I would have crashed in the Drivers ed car without a Drivers ed teacher in the car.  I didn’t crash though and I went back and picked Steve up.  When I get him he’s on his cell phone again and he’s talking to someone and telling them that he had the best driver he’s ever seen in the car.  Well I’d say he‘s in the top 3 and I can’t even remember the other 2 is what he said.  So after that we are pulling out of the parking lot and we see Norm pulling into the parking lot at the same time so Steve Honks the horn at them and yells HEY NORM.  Less than a minute later Steve was honking at the campus cop and then we were on the road again.  So by this time it’s almost time to go pick up the next person who was driving after me and we go to the gas station to fill the tank up before we get on the freeway.  So Steve fills up the tank and asks me if I want anything from inside the gas station.  I tell him I’m fine but he brings out all kind of food anyway.  So we get on the freeway to get back to Willowick from wherever we were and Steve hands me a doughnut.  I’m like ok whatever and keep driving when Steve cranks up the volume on the radio and tells me to go faster because people are passing us.   So there I am driving down the freeway at like 70mph with one hand, eating a doughnut with the other hand in the drivers ed car with the stereo blasting WMMS, and passing all these cars on the freeway.  As if that wasn’t bad enough, I am eating this doughnut wrong and all the jelly comes dripping out the end of it and it’s going all over the place.  So now Steve is laughing and I’m laughing and choking with this doughnut flying all over the car while still trying to drive down the freeway so Steve tells me I have to switch lanes to get off the freeway.  I somehow get off the freeway and make it into another gas station to get all this jelly off of my shirt and my hands.  I get back in the car and go to this girl’s house to pick her up in the car.  When she gets in the car she sits down and lets out a death shriek and Steve asks her if she saw a bug or what.  It turns out that there was a bunch of jelly on the seatbelt and it looked like human blood.  Apparently she was afraid she was dying or something, but anyway she gets in the car and starts to drive.  While still on the back streets I find out that this girl has a fetish for subway and that she gets the same sandwich with a bunch of gay crap on it every time.  She explained it in detail but all I can remember is that it had cheese, mustard, mayo, and chicken on the same bun.  Scary if you ask me.  We got onto the main roads and she kept giving me whiplash on the starts and stops.  Then we were stopped at a light with some guy in a pickup truck sitting next to us and Steve tells this girl that she should look this guy in the eye and nod so he will know that it is time to race.  Of course she does it and when the light turns green she slams on the gas pedal.  The speed limit was 50 on that road but we were soon going way faster than that.  When Steve asked her if she wanted to slow down she said “You can’t get a ticket in the driver’s ed car, can you??” Of course you can so we slowed down and stopped at a red light about an inch behind the car in front of us.  Finally we pull up to my apartment and I get out while Steve is making fun of that chick for liking high school football.  I was left dazed and confused but it was awesome and would do it again if I could.    And now because this site is based off of making fun of Simmons or copying off of his website I give you the quote of the week.  “You can’t get a ticket in the driver’s ed car, can you??”   ~chick who was driving after I did                ",0,,,,,,,,,,,,,,,,,
1794926,Communications-Media,"       I just read a sad report about how the Great Apes are going extinct.  Apparently, they often die from human diseases like the flu.  Kind of a strange throwback to the destruction of Native Americans by European diseases.  Also, the apes are extensively hunted for meat because the native people are so poor they need the food.  This seems to be a common theme all over the world.  People are so desparate that they don't consider their enviroment.  To them, a rainforest is just a bunch of plants in the way of grazing land.  It seems to me that helping the people improve their situations is a good way to protect the environment.  I think it's especially important for richer countries to help others with birth control.  It's terrible that President Bush cut funding for birth control.  This kind of squimishness about a public health issue could destroy a lot of the planet.         ",0,,,,,,,,,,,,,,,,,
1794773,Student,"        ohhh Erica that sucks! I wonder why he still likes Nicole though. I mean he's been gone all summer anyways. I wouldn't give up if i were you though. He needs to see what a great person you are!! :) You and I should hang out sometime. Like Wednesday or something, we should go and see A Cinderella Story or something!!! I am so so so pumped for Orlando guys.  &nbsp;Ok guys, i was hanging out with Jen the other day, and i couldnt help but noticing of how much she talked about mullet. I dunno maybe it was just me. I CANT stop thinking about if i like him or not. I know once i see him im gonna start all over again. I really just wanna say something, but im soo afraid that hes gonna laugh. What do you guys think i should do? Hey brit, i havent talked to you in forever!! lol sorry guys that was random. Well if anyone wants to hang out, seriously call me! I'm up for anything. Love, Rach &nbsp;          ",0,,,,,,,,,,,,,,,,,
1790195,Tourism,"                  numerous blog entries all at once...     so before i leave for ocean city on wednesday morning, i have to blog for the week to keep you entertained!!!  i guess the first portion of this infamous blog entry should recap my weekend.  well you all know what happened friday because i've already blogged.   saturday i worked and then went shopping with sb.  that's code for safety blanket.  i picked up sheets, a lot of kitchen stuff, a closet organizer thingie, and shot glasses.  i was quite excited even though i saw a comforter/bed in a bag at linens and things for 110 dollars less than i paid for just the comforter from macys.  but the one i got from macys is ralph lauren so that shit is gonna last for awhile.  saturday night i didn't do shit.  rob was giving marissa hell but i couldn't even move.  i passed out watching armageddon, moved to my bed, and slept for another 9 hours.  it was magical.  i've been so frickin' (to steal your word) exhausted that it was well deserved sleep.  sunday i cleaned the house up nice, and bought the matching plates so the kitchen set i had bought the day before, and i also returned that busted hamster cage i got from petco.  sweeeeeeeeeet.  too bad my dad ruined the rest of the day.  sometimes he's just so brazen and hostile that it really just makes me upset.  i couldn't even eat dinner, and it was indian food!!!  in his twisted little mind he thinks that i'm moving in with my sb and lying and saying it's marissa.  ok 1. no way and 2. you're fucking retarded.  (my dad).  so that royally pissed me off, and then i decided that it was really time to start doing things for myself, to prove things to myself, so i severed  most  ties with my sb in order to kind of, get my head straight, rediscover myself, and realize what i want out of my life.  although i could probably do that all the while keeping our relationship the same, i think my view's been somewhat cloudy for the past couple of months, especially since march 11th.  but it's time to get my head right.  i've got too much shit coming up not to.  30 more days right??  september 8th will creep up quickly.              ",0,,,,,,,,,,,,,,,,,
1785640,Science,"       You should know  urlLink Berlusconi , the prime minister of  urlLink Italy . Take a look at this  urlLink joke  made to him by some nice Italian people.   P.S. when I reviewed it I evaluated the joke inappropriate and I deleted it.         ",0,,,,,,,,,,,,,,,,,
1785640,Science,         بعضی از افرادی که برای اولین بار می بینم در برخوردهای اول به من به عنوان نماینده ی قانونی ایران نگاه می کنند و انتظار دارند یا تمام رفتارهای ناپسندیده ی دولت ایران را توجیه کنم یا رسما از تمام اونها از ته دل معذرت خواهی کنم.   این رفتارها سبب شده است که یاد بگیرم به یک فرد که از یه جای دیگه اومده به عنوان پاسخ گوی رفتارهای اجتماعش نگاه نکنم         ,0,,,,,,,,,,,,,,,,,
1784456,Student,                 traaaalaaalaaaaaaaaaaaa dont reeely no what tooo rite about todayeeeeeee cos i thinks that i is going crayzeeee! hahahahahhhhhhhhhhhhhhhaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa. ha. khnbozildgbhaigbh. thing.               ,0,,,,,,,,,,,,,,,,,
1784456,Student,"                  urlLink http://www.maketradefair.com/registration_lips3.asp?cat=1&subcat=3&select=1  It's a Oxfam petition thingy to make the world fair trade! Yeay! Yes, yes... I've signed it! *hell, I thought the wearing fair trade clothes and only buying fair trade chocolate would be enough!* Not to put any pressure on you or anything... *tap tap* Don't worry I'll do nothing ... just sit here tapping my desk waiting for you to click *tap  ....  tap .... tap ... tap* Oh, and sign. *tap... tap... tap... tap... tap... tap... tapapapapapapattatpapaptaptpatpataptpatpatpatpatpatpatpatpat* How the hell did it turn into pat? Oh well... geez, you take a long time don't you? Mmm... yup signed the less money for pills on too... they should be coming any moment now... Damn. *why am i always going on about pills?* I'm not a druggie... honestly! *set myself up then... eugh* But yes, I talk to myself so I guess I am mad. Do you recon that we're all mad, and the people we see as insane are actually sane? *it's things like that, that prove that I'm mad.*               ",0,,,,,,,,,,,,,,,,,
1784456,Student,"                 Hey! My head really hurts, massive head ache! Owchie! Hmm, recon I should turn off the loud music then? Hehe. Why do people have to be popular? Question and not being able to spell thing of the day! IS it one of these I know more people than you ha, I'm better than you things? Sorry, some music makes me go a bit hyper. Like typing a lot! (eh?) Also I was wondering who was reading this and what they were thinking. Hmm, I do think about every thing don't I? That's what Blogger's done to me, made me think more. I go too deep some times! Hmm, I really need to phone Laura and rant on! So erm bi! And remember erm... Knowledge is power and is hard to spell! Some one said that (apart from the hard to spell bit) and I forgot if I put it here or not cause I'm soooo tired and my head hurts. Think I said that already! Eek! I'm gonna go faint some where. Bisi.               ",0,,,,,,,,,,,,,,,,,
1784456,Student,"                 I'm deeper than I look, I'm deeper than I feel. I wish just for once, I could crawl out of this hole. Why do I have to be the one, To translate meaningful words? Why can't I be the one, Who has fun in this world! Maybe my release, Comes from my bounds. It's some thing that I'm searching for, Some thing that wants to be found. Won't you help me up, Or will you fill in the hole? Did you know, That your deeper than you look, It's true for us all.  AN: Deeper as in... deep thinking, deeply psychological!               ",0,,,,,,,,,,,,,,,,,
1784456,Student,"                 Oh and for the record, I don't smoke (any thing legal or illegal (I'm under 16 so it would be illegal!)), I don't drink and I don't do drugs! So if you're thinking otherwise... I just think cannabis should be legalised. I actually think that smoking should be banned instead of cannabis! What's wrong with that opinion? Ok so I'm stuck in moral rambling mode... I'll type a bit about fox hunting after this! (Oh whoopie I hear you scream in horror) Yeah, I'm mad. Must be Quasar effecting me!               ",0,,,,,,,,,,,,,,,,,
1784456,Student,                 WOoHoO! i have the computer back! and it's father Ted night tonight followed by French&Saunders on BBC1! yay!!!! (lynne told me that) *sigh*               ,0,,,,,,,,,,,,,,,,,
1784456,Student,"                 Kes, i'm sure u wil b glad2 no that i hv no permanent damage frm dave throwing da tenis bals at me! My burn hurts tho, my sis almost dobed me in about how i got it! i think my mum mite no bt as lng as my dad dosnt find out i'll be fine. he'd go completely ape if he new i was burning random stuff in my room, and he'd go up the wall and round the bend if he new i dropped in on the carpet, never mind my foot! well, robyn is deffo going to bloody australia. i no its not fair on the australians but i hope a nuclear bomb hits them cos then she wont go!!!! well thats another evil plan forming! muhahaha! o well maths tomorrow! YAY! An exam that i mite actualy possibly get a decent grade on! xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx               ",0,,,,,,,,,,,,,,,,,
1784456,Student,"                 Hmm... so... tired and sick. :( Not a good mix. But any way, my brother showed me this game - Crimson and it's sooo much fun! You just go around ...killing stuff! (Wouldn't have it any other way!) Hehe, but then it gets waaay too hard! And every thing's running at you! Aaargh! But I was alright *cough cough* Ok, ok, so I died in about 5 minutes geesh! Aargh, I need to get out of this house! I'm getting all cranky and every one's decided to bug me! Fun aye? Hmm... my dad's about to have his head amputated if he tried to kick me off one more time. PRIVACY! Does that mean nothing nowerdays? (People walk in when you're typing, isn't that private?) *crank crank KABOOM!* Better go! Bubi!               ",0,,,,,,,,,,,,,,,,,
1781897,Technology,        On Growing Boyz...  This pic was taken by JumpDaddyCain.  Its the boyz showing off their new ink!  We all got the same tattoo.....Celtic knot with a roman numeral 4 (for obvous reasons).  We got it in the inner arm because we wanted it to hurt...we wanted to suffer together....ya know...send a shot out to our childhood.      ,0,,,,,,,,,,,,,,,,,
1779446,Student,"       Muse really rock. My goodness, how badly do they rock? I'd recommend Hysteria, Apocalypse Please and Time is running out.   Anyway, another RoTHE update, I've added sounds, and I've basically worked out the weapons. You can shoot now. Anyways, I'll start programming new levels and adding background music.  I'm going off for some piano practice, I'll update a bit later after I go get some hot chips and an hour of solid piano practice. I've got piano exams in novemember.  I'll be back.  Colin    ",0,,,,,,,,,,,,,,,,,
1778579,indUnk,"             And things are going fairly well.  My car broke down in the middle of PA on the drive out here. I stopped at a gas station, filled up, went inside and paid, and when I came back outside my engine coolant was all over the ground instead of in my radiator. Yay for old cars!  But God was looking out for me. At this point in the trip, exits were 10-15 miles apart, and I just happened to stop at the ONE gas station that had a truck garage in the back. I got my car over there, they checked it out, ordered a new radiator, and 4 hours later I was back on the road. I ended up getting to Dan and Abby's place at 11:30 at night, so even with the 4 hour delay it wasn't so bad. Good thing I started the trip at 4 in the morning...  So anyhow, I'm here, and I've already had some time to hang out with friends, and things are going fairly well. I've had some kind of crazy sinus headache or something for about a week now, but I picked up some drugs (advil wasn't touching it) and hopefully I'll be better in a few days. We'll see - it's been a real pain so far.  On another note, I've started talking to people here and hopefully the connections I have will lead to a job before toooo long. I was thinking about not starting a job until August, but now I'm thinking that once I find a job, I'll start whenever. Hopefully something will open up soon.  I'm out. It's been a while since my last post, but I still plan on keeping this updated.         ",0,,,,,,,,,,,,,,,,,
1778579,indUnk,"             But it's not, and it never will be. I try to look on things with a good attitude, but it's not always easy. I'm here at Taylor almost done, and I'm totally mixed about leaving. I can't believe that my life as I have known it (non-stop education) is coming to an end - and I'm super excited about that. But it means I have to say bye to people too. And that's never easy.  I feel that as I leave this place I should have some sort of direction for my life. But I'm just floating right now. I'm about to turn 23, I'm single, I don't have a job or a definite place to live. My friends live in either direction across the country and talking on the phone every now and again just isn't enough to make it feel as though they're here with me.  It's a time of change and transition and decision making, and every choice I make closes off a hundred other possibilities. Which is the path for me?  The Road Not Taken ~Robert Frost  Two roads diverged in a yellow wood, And sorry I could not travel both And be one traveler, long I stood And looked down one as far as I could To where it bent in the undergrowth;   Then took the other, as just as fair, And having perhaps the better claim, Because it was grassy and wanted wear; Though as for that the passing there Had worn them really about the same,   And both that morning equally lay In leaves no step had trodden black. Oh, I kept the first for another day! Yet knowing how way leads on to way, I doubted if I should ever come back.   I shall be telling this with a sigh Somewhere ages and ages hence: Two roads diverged in a wood, and I— I took the one less traveled by, And that has made all the difference.         ",0,,,,,,,,,,,,,,,,,
1774842,indUnk,"       ~ i really miss jeremy. I'm stupid and i know that. Everyone knows that. I made a terrible mistake and i really wish that he'd let me talk to him. ~ jeremy, jeremy, jeremy...thats been on my mind alot today..obviously. Oh f*ck i'm started to be annoying. ~ hey,  steven actually  does  have an asian girlfriend. i thought that was a joke but no, its reality. I think he really wants to be in a good loving relationship but he just pissed off whoever dares to venture into a scary Steve Piecyk relationship. ~i've been feeling like karina lately. ~ i hate F*cking caller ID..that really needs to be banned. cause people look on their phones and say, 'oh shit its lori, lets not answer our phones' ~ i'm not going to stop. I'm not just going to move on when i want to stay. i cant just ignore you in the hallway, that just wont work for me..maybe u but not me.          ",0,,,,,,,,,,,,,,,,,
1774842,indUnk,"       hmmm..look how nice people are to me!  (Bob goes around taking a poll on who thinks i've been a bitch during the last 2 months) IG 88a20 00(ryan): id say bitchier bigfrank116: yeah  bigfrank116: definately bigfrank116: theres no question at all  bigfrank116: she has seemed to get a bigger head  bigfrank116: and it keeps getting bigger and bigger   fuck all of them, thats all i have to say. maybe i have become a bitch cause i'm sick of all my so-called friends treating me like shit! monica also pointed it out to me.  okay so today we're all going to see farenheit 9/11, steven forgets to buy a ticket for streb and decides to go strate to me and try to replace me with streb. what the fuck why am i the first choice for a person to get rid of? i'm sick of all theses bastards that i call friends.         ",0,,,,,,,,,,,,,,,,,
1772041,Student,             testing 123....this is the GENISIS of the THUNDER BIRDS and FrIeNdS!         ,0,,,,,,,,,,,,,,,,,
1772041,Student,"             \hi again......fung, i did the links to the archives but the first link does not work. i dunno y. can u try to figure out. thanks         ",0,,,,,,,,,,,,,,,,,
1772041,Student,             hahahahaha... im sure u would have plenty of fun this summer jac...         ,0,,,,,,,,,,,,,,,,,
1767662,indUnk,"       Nah, I think not, because I’m unashamedly in escape-from-work mode, not sit-and-find-a-stranger-to-talk-to mode.  But after work!  I got home at 5:30 and Jeez, but I really wasn’t enthusiastic about reassigning perfectly good couch time to the outside world, but I rode my sense of discipline to the Starbucks (Coffee Pot just ain’t what it used to be) for a Vanilla Latte and the AOL crossword puzzle.    ",0,,,,,,,,,,,,,,,,,
1764916,Engineering,"            urlLink lucis : ' Inspired by  urlLink patchwork progression  , I've decided to maintian this entry in which I list all my MT tweaks. I'll probably add a new entry if I make a more complex change, but will try to list all the stuff I do with the blog here.  Some really good MT resources are:  urlLink scriptygoddess  ,  urlLink thegirliematters  , and  urlLink virtualvenus  .  Okay, here is a list of various things that I've done with MT and the blog:    12/31/03: To get  urlLink thumbnail images  automatically, installed  urlLink netpbm  and  urlLink IPC::Run  ; also changed  ImageDriver  in  mt.cfg  to  netpbm  .   12/20/03: Installed the  urlLink BookQueue  plugin. I now have a  Currently Reading  heading on the right!   12/20/03: Installed the  urlLink MTAmazon  plugin.   12/20/03: Replaced the old referrer with  urlLink refer  . Added relevant code in all templates (the .htaccess trick didnt work on 1and1).   12/16/03: Edited style sheet template to add the  pre  style for code.   12/15/03: Added  urlLink sitemeter  .   12/14/03: Converted this page to use the  textile  formatting.   12/14/03: Installed  urlLink MT-Textile  plugin. Seems to make editing quite easy!   12/14/03: Installed the  urlLink smartypants  plugin.   12/08/03: Listed the site on  urlLink blogwise  , and  urlLink chicagobloggers  .   12/08/03: Signed up on  urlLink blogsnob  .   12/08/03: Got a  urlLink blogchalking  tattoo.   12/07/03: Links on the calendar should now take you to the Daily archive for that day, and not the last post for that day.   12/07/03: Added a list of recent referrals - replaced by  urlLink refer  .   12/07/03: Played with the stylesheet - changed colors etc.   12/07/03: Modified template to list categories of a post under it. Also added a categories menu.   12/07/03: Converted all pages to .php   12/07/03: Signed up on  urlLink geourl  .   12/03/03: Signed up on  urlLink blogrolling  .   12/03/03: Added  urlLink extremetracking  .   12/03/03:  urlLink dirified  the archiving options   12/03/03: Blog started!    '         ",0,,,,,,,,,,,,,,,,,
1761174,indUnk,"             Recalling A Dream  Take the boat out on the water at midnight under the stars in the open air, just to feel the coolness of the ocean, just to listen for a liquid break of movement on the surface  against the wood. I close my eyes to listen for the words 'salt' and 'sea' and remember only panoramic  photos of the World's Lighthouses, given last Christmas to friends  on the way home to Boston. I close my eyes to recall the dream, sitting on that bench there,  along the boardwalk, shedding bitter pieces of meaning, my heart poured out to a faceless kindred soul. I close my eyes to recall a strange chance taken, spoken wisdom, silent tears giving way to sobbing the truth of lacking clarity, then on to finding direction. The dream was years ago and forgotten. Forgotten until now, it must be years to the day and a day later.         ",0,,,,,,,,,,,,,,,,,
1761133,Student,       You know what's good about friends who has guys as friends...they can hook ya up...and I've been hooked...now all I need is to be reeled in...    ,0,,,,,,,,,,,,,,,,,
1758069,Technology,"       sitting here drinking this raspberry green tea and it tasted too much like some freak fruit punch, which made me feel a bit too barnes-and-noble ish so i switched to mandarin.  i don't know why i should care.  i even like barnes and noble.  over the past week i honestly believe i've been averaging about 18 hours of sleep a day.  not that that's a record for me or anything, it's just noteworthy.    i had sex last weekend, and it wasn't great.  it got me to thinking that maybe i'm an asexual person.  sure, it's nice to have the closeness every now and then, but when all is said and done i just want to lay down in my bed by myself, stretch out, and fall asleep with the tv on.  that inclination, from what i've gathered over the years, isn't very conducive to what most fems like to include in their whole sexual reparte.  who knows, maybe i just haven't gotten it from the right person as of yet.  frankly miss scarlet i'm starting to not give a damn.  this all makes me out to be mr. fraternity q. buttsteak who loves them and leaves them, but really i'm not.  i'd rather have every other part of the relationship methos than the sex.  if sex were never invented i really think i'd be an entirely different person.  i should get a vasectomy and a labotomy on the same weekend.  maybe radical reconstructive surgery as well.  change my name to dirk manbuscuit.    ",0,,,,,,,,,,,,,,,,,
1758069,Technology,"       today my pa and i trapsed all over the san antonio area visiting home depot, a tile shop, a flatbed trailer for sale on the side of the road, and my uncle's new house addition, still under construction.  all in all, it was an extremely boring and exhausting day.  however i did get to spend time with my dad, which makes it all more than worth it.  we're supposed to go to my uncle's thrusday for a big family thanksgiving....  fest, but i believe i'm going to fein an illness to avoid the whole thing.  i'm extremely down on social gatherings of any kind at the moment, especially ones where family members who haven't seen you in a while individually ask you how you've been, where you're working, what's new, and other questions which i'd rather not answer once, much less repeatedly.  i think i'd rather come across as being rude than a deadbeat, so truancy is alright with me.  plus i could put on my own thanksgiving extravaganza here by myself involving me lying like a beached whale in front of the tv eating doritos off my own gut.      album du jour:   urlLink   curve        come clean     ",0,,,,,,,,,,,,,,,,,
1757463,indUnk,"           Isn't it amazing how you can do nothing the whole day and at the end of it feel like that time just flew past you? Like it didn't happen at all? That's what happened to me today. Or to be more accurate, yesterday. My whole family went out of town today and I was home alone for the better part of the day.  So I woke up at half past ten. Watched a bit of tv and finally got a shower and dressed at twelve. Spent the rest of the day not doing nothing much. Just switched between the tv and pc. Whoosh. There went the time. And now it's 2 in the morning. Good thing I don't have class tomorrow or else I'd be sleep walking again.  Well. that's it for now.         ",0,,,,,,,,,,,,,,,,,
1756819,Technology,"       I don't understand it.  You can go to almost any bank in Ontario (in my experience) and get US currency.  But I just got back from my bank, they don't have CDN currency.  And the woman at the counter said that she has called around to other banks for other people and no one seems to have it.  That makes no sense to me...Canada is only a 3 hour drive away!  Ah well, life goes on.         ",0,,,,,,,,,,,,,,,,,
1756743,indUnk,"       What's the least practical object you can think of using to get your car out of a honking pile of snow?  Champagne glass?  Swing set?  The Sunday Times?  An empty can of Coke?  An inflatable doll?  An ironing board?    Well, if you guessed ironing board you would have not been alone.  This morning when I took out the trash, and smoked my first cigarette of the morning outside to keep my house spring time fresh, a man was shoveling his car out from under a huge a pile of snow with an ironing board he found leaning against the tree in front of my building.  I watched him as he tirelessly removed about 5% of the snow barricading his car into the drift.  I was amused when he got back in the car and tried to get out by shifting ever so slightly back and forth trying to get over the two foot high snowy lump blocking his tire.  I was even more amused when he got back out of the car and walked back over to the ironing board and attempted to clear away another 5% of the offending pile.  When I got back in the house I could hear his car revving madly against the forces of nature as he started the cycle of futility all over again.  Honestly, whatever happened to kids shoveling snow for extra money?  Oh yes, that's right, they have become the latest target of muggers that find earnest hard working preteens easy victims of their malicious crimes.  In the  urlLink latest story  out of Long Island, I heard these monstrous bullies/criminals walked away with a huge booty of $28.00.  If only those kids could have been here this morning to help that guy out.  But then I wouldn't have had this amusing story.      ",0,,,,,,,,,,,,,,,,,
1756743,indUnk,"       I was just outside.    It's hot out there.  If you were a tree, what kind of tree would you be?  or even better  How much wood would a wood chuck, if a wood chuck could chuck wood?  I can't let the Anonymous Blogger have all the fun, now can I?    ",0,,,,,,,,,,,,,,,,,
1756743,indUnk,"       What a lovely day I spent in Poughkeepsie.  My cousin's youngest is celebrating his second and he's just the cutest little bowl of puddin' you would ever want to see.  When it started to rain, I was sitting on the floor of the playroom drawing pictures of princesses and flowers and hanging out with 20 kids.  Eventually it got to be too much because I just can't sit in the Lotus position for as long as I used to be able to. which is so sad,  darn aging knees.  It was fun. Andrea has a great set up for kids.  Her six year old, Rebecca, got a trampoline for her birthday which the kids loved. They have a blow up pool where Scotty, the two year old played until he was shivering and his lips turned blue.  Andrea's husband Paul sets up the ultimate waterslide every year.  It is the ultimate because their house is on a hill.  There was barbeque and a super big hero (from which I took many leftovers) and Andrea made a beautiful cake featuring NEMO, from that movie NEMO which was a big animated hit this summer about a fish.  I have got to see that movie.  Underwater animation is my favorite.  When my cousin Sandra, Aunt Esther and I left Poughkeepsie at 8:30 it was so nice and cool up there, I thought for sure I'd be able to sleep in a nice cool aparment with natural, fresh air keeping me company.  But when I opened my door I was assaulted by a wave of hot.  I guess I'll have to run the AC tonight.    Sorry Governor Pataki.      ",0,,,,,,,,,,,,,,,,,
1756743,indUnk,       Today marks the end of an important chapter in my life and that chapter is about my work as a deli counter girl.  This afternoon I called my 26 year old manager and informed him that I will no longer be coming to work at the supermarket because I found a full time job.  His reply was 'Yeah.  I figured as much.  Thanks anway.' then he congratulated me and wished me the best.  Be happy for me because I start a full time job tomorrow in a nice office with nice people and I couldn't be happier for myself.    ,0,,,,,,,,,,,,,,,,,
1756707,Student,"       1 C sour cream 1 can cream of chicken soup 1/4 C dry white wine 2 C cooked chicken breast 1/4 C minced onion 4 oz sliced water chestnuts 1/2 C sliced black olives 1 C cashews 1 C grated cheddar cheese  Mix sour cream & soup & wine together. Add chicken, onion, water chestnuts, olives, and cashews and stir to combine. Top with cheese and bake at 350F for 35-40 minutes. Serves 4-6. Good with rice or soft French bread.  This recipe, a family favorite, was given to my mom by her friend Nice Phoebe. Nice Phoebe got the recipe from her friend Nice Nancy, who knew the eponymous Mean Nancy. Mean Nancy was not a nice person but made a good casserole.          ",0,,,,,,,,,,,,,,,,,
1754413,Publishing,"                 i didn't have to scroll down my blog to see that practically all my entries are about or for Kulas. that isn't a problem, really, right? hehe. that's basically the thing with blogging anyway: to write down what your heart speaks of, the chaos in your brain even.  kulas accompanied me to the bank earlier and i'm glad my friend has already deposited what she owed me. now i can have my coffee!  call me colonial but i simply love starbucks coffee and for a caffeine dependent like me, it's just what i've ever asked for. hmmm. i sound like a TV ad that sucks.                 ",0,,,,,,,,,,,,,,,,,
1751597,indUnk,           The IT department at  urlLink Full Compass  is moving over the next two days so I will not be running until next Monday.  Today's run was okay.  I didn't run as much as I wanted but I ran further than I thought I would.  My calves hurt today.  Not my bones.  I think breakfast helps.  I had a muffin (vendor supplied) today.         ,0,,,,,,,,,,,,,,,,,
